nace_r2,na_item,geo\TIME_PERIOD,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3
B-E,B1G,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10590.6,10647.1,10651.6,10772.4,10675.3,10747.1,10909.9,10834.8,11059.7,11070.6,11158.2,11364.9,11337.6,11452.7,11476.0,11491.4,11605.1,11814.5,11932.2,12112.0,12253.5,12506.9,12648.9,13059.9,13127.5,13104.1,13135.0,12995.6,13125.8,12958.5,12880.9,12849.8,12925.4,12967.9,13272.9,13255.3,13381.1,13506.5,13573.4,13561.4,13630.1,13928.3,13968.7,14191.6,14435.3,14582.2,14838.9,15264.0,15384.3,15621.7,15725.1,15742.0,15943.1,15947.6,15897.6,14701.1,13709.8,13552.9,13812.7,13944.7,14015.2,14535.0,14657.1,15007.4,15264.8,15351.5,15518.4,15517.9,15675.7,15668.8,15872.0,15823.9,15759.0,15895.2,15980.6,16110.6,16069.6,16188.7,16119.6,16008.7,15997.3,16142.4,16261.4,16269.6,16525.1,16698.4,16838.9,17125.3,17256.7,17311.4,17514.1,17696.4,17829.6,17927.4,18128.9,18422.6,18419.5,18294.7,18320.9,18048.2,17953.0,15616.5,17876.1,18004.7,18322.3,18512.6,18856.5,19105.3,19316.6,19570.1,19411.5
B-E,B1G,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10924.0,10999.0,10963.6,11022.5,10998.1,10868.9,10866.9,10711.0,10686.4,10843.5,10798.3,10779.8,10932.7,10653.8,10461.1,10390.5,10472.5,10670.4,11087.3,11345.0,11050.0,11234.8,11119.1,11159.8,11133.6,10956.3,10945.6,10932.6,10858.9,10977.0,11182.5,11224.4,11539.7,11856.3,12257.0,12385.2,12973.9,13159.9,13328.4,13387.3,13402.9,13636.1,13670.6,14336.5,14730.4,15234.1,15428.6,15177.0,16127.7,16294.7,16852.0,17494.9,17810.0,18379.6,17066.7,17386.9,17072.3,17345.8,17874.1,18843.6,19551.7,19957.6,20348.2,20383.5,20673.5,21194.9,21266.0,21718.2,22058.2,21298.9,21773.1,21952.2,21022.8,21552.0,21724.2,21537.0,22753.7,22986.9,22534.7,23095.1,23302.6,23392.4,24149.6,24282.5,24263.7,25002.0,24907.9,25341.7,25350.2,25172.2,25376.7,25550.0,26131.8,26525.7,26751.9,26940.2,27755.1,27841.5,27921.4,27603.8,27442.9,23764.7,27792.0,27581.4,26666.2,27258.8,27484.2,28651.5,29648.6,29574.0,30127.2
B-E,B1G,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5053.8,5100.4,5290.2,5530.4,5594.8,5743.6,5859.2,5919.1,6030.5,6133.9,6137.6,6202.9,6332.4,6376.3,6344.9,6297.4,6410.4,6407.5,6455.7,6543.7,6517.0,6553.8,6729.0,6759.6,6768.6,6784.1,6750.7,6775.4,6714.6,6827.8,6687.6,6684.7,6723.9,6706.7,6826.7,6875.0,6972.1,6954.5,6837.4,6715.2,6753.6,6761.3,6661.3,6742.4,6619.4,6756.3,6992.4,7014.4,7004.2,7010.2,6918.6,7062.9,7052.2,7010.0,6789.9,6596.5,6153.2,6295.9,6444.6,6553.5,6518.5,6646.1,6732.6,6710.4,6732.9,6710.8,6605.5,6525.2,6544.9,6461.7,6454.5,6339.9,6329.5,6335.5,6370.5,6499.4,6500.2,6564.6,6530.2,6523.7,6598.6,6707.2,6744.3,6737.5,6737.7,6747.0,6774.7,6825.3,6916.3,6940.8,7070.0,7210.0,7310.6,7350.0,7383.0,7370.3,7421.6,7436.5,7358.7,7337.4,7164.0,5841.0,7226.8,7152.8,7199.8,7231.8,7255.3,7309.9,7485.5,7466.3,7406.5
B-E,B1G,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6260.1,6439.2,6462.6,6320.8,6320.1,6550.8,6772.3,6963.5,6419.3,6310.9,6102.9,6167.5,6047.2,5834.3,5716.5,5673.9,5754.9,5645.1,5636.5,5700.7,5776.6,5911.0,6078.2,6100.1,6434.6,6540.8,6495.2,6466.1,6676.3,6853.7,6923.7,6979.1,6974.4,7137.6,7283.4,7341.9,7500.7,7610.3,7820.0,7920.5,7874.5,7845.9,7927.4,8120.1,8328.1,8487.0,8566.5,8761.6,8494.7,8361.1,8465.8,8741.9,10154.1,10030.4,9842.6,9121.0,9498.1,9490.9,9623.2,9690.3,9893.8,9642.3,9584.1,9912.1,11040.0,10696.6,10852.1,10812.7,9566.2,9345.1,9110.3,9382.4,8485.8,8951.2,8811.1,9056.9,9399.6,9633.4,9555.7,9509.9,9897.7,9860.4,10234.1,9921.6,10439.6,10014.3,10010.3,9948.6,10874.9,10669.6,10721.6,10833.2,11484.5,11315.2,11776.3,11840.8,11451.3,10770.3,11533.2,11945.1,11684.1,8498.8,11127.5,11684.6,11609.0,12706.3,10802.2,10991.2,11600.7,12044.9,10698.3
B-E,B1G,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.2,1139.4,1138.2,1063.8,1115.3,1153.4,1181.6,1215.0,1213.5,1244.4,1269.8,1283.0,1282.5,1273.5,1280.3,1260.1,1266.6,1296.8,1305.0,1342.8,1390.9,1406.3,1436.6,1464.6,1472.1,1484.0,1491.1,1499.6,1529.1,1540.3,1565.2,1584.4,1604.1,1602.9,1648.3,1673.8,1696.4,1720.4,1724.3,1713.4,1731.4,1778.8,1794.7,1828.8,1856.6,1889.6,1938.7,1991.1,2031.8,2048.2,2094.5,2110.3,2135.0,2179.9,2129.4,1955.0,1793.4,1761.5,1808.3,1803.2,1793.6,1905.3,1917.1,1967.1,1954.5,1972.1,1965.3,1936.4,1926.8,1932.9,1944.7,1884.5,1917.9,1906.6,1882.1,1936.5,1939.2,1971.0,1994.2,2013.0,1990.1,1999.4,2026.4,2025.7,2093.6,2112.5,2119.7,2147.9,2203.7,2242.9,2290.4,2333.3,2312.4,2338.9,2361.1,2383.5,2470.0,2471.9,2541.2,2526.0,2501.9,2104.6,2476.1,2530.2,2551.3,2610.3,2632.8,2665.4,2674.1,2704.7,2713.7
B-E,B1G,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.2,1241.8,1248.6,1264.1,1373.3,1329.8,1340.9,1434.1,1364.6,1379.5,1413.5,1399.6,1588.1,1568.4,1563.3,1535.2,1452.4,1693.3,1591.5,1813.0,1709.4,1698.2,1773.9,1811.7,1803.9,1864.9,1982.5,1962.2,1987.5,1982.9,2077.7,2089.7,2292.8,2420.3,2448.6,2414.2,2700.4,2774.5,2891.9,2956.4,3018.2,2958.7,2981.7,3104.5,3423.8,3406.6,3578.2,3687.3,3552.0,3782.8,4143.2,4219.5,4199.6,4177.6,3821.6,3509.7,2974.4,3256.7,3455.0,3223.5,3590.9,3483.9,4383.3,4106.4,4151.7,4029.7,4211.8,4027.0,4057.3,4034.4,4122.2,4193.7,3913.4,3986.6,4139.2,4061.7,4601.2,4646.3,4773.9,4798.4,5124.8,5151.0,5059.0,5171.2,4871.4,5063.6,5134.9,5216.0,5003.3,5163.7,5028.9,5026.9,5323.3,5635.5,5569.3,5551.7,6063.7,6293.9,5873.8,6069.4,5346.5,4438.1,5366.8,5799.2,5534.2,5492.3,5396.1,5540.3,5481.9,5160.1,5582.1
B-E,B1G,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4944.5,4779.4,4582.6,4467.8,4377.4,4218.8,4101.3,4086.4,4181.5,4232.8,4240.3,4294.4,4353.1,4362.4,4480.9,4608.7,4821.4,4914.6,5062.0,5135.7,5229.0,5506.0,5220.6,5166.5,5253.2,5428.6,5500.4,5792.3,5821.3,5871.6,6101.1,6214.9,6291.4,6569.3,6727.0,6641.1,7087.9,7037.6,7067.4,7336.0,7756.7,7896.6,8220.3,8291.2,8419.9,8336.9,8356.5,8330.3,8405.9,8575.7,8623.2,8907.7,8683.9,8841.5,8955.3,8955.3,9033.6,9145.6,9258.4,9660.4,9843.3,9208.1,9674.4,9646.5,10362.8,10519.5,10708.8,10729.4,11157.5,11581.0,11789.0,11835.6,11722.7,11314.2,11430.8,10701.4,8852.7,8899.3,9129.7,9043.9,9360.1,9709.9,9514.0,9902.0,9981.3,9597.9,9419.8,9317.2,8930.1,8779.9,8660.5,8655.9,8546.7,8649.3,8870.4,8938.5,8582.2,8730.5,8808.8,8797.7,8537.4,8849.0,8753.8,8712.8,8735.2,8872.3,9154.9,9334.0,9524.3,9787.3,9750.0,9731.3,9651.1,9377.8,9235.1,9128.8,9391.8,9630.6,9649.2,9681.0,9542.9,9381.6,9463.6,9480.4,9495.3,9422.6,9508.4,9687.5,9628.7,9760.2,9696.8
B-E,B1G,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8250.2,8628.2,8925.9,9044.9,9388.5,9648.5,9775.4,10272.3,10795.4,10872.8,10905.2,11224.3,11253.4,11135.4,11156.8,11381.0,11562.8,11945.0,12243.2,12731.6,12613.2,13070.7,13248.6,13232.6,13773.6,13671.4,13953.0,14193.5,14734.0,15200.3,15239.7,15294.1,15004.4,15030.7,15042.6,15433.0,15317.2,15795.9,15807.1,16064.0,16180.9,15947.2,16445.2,16138.6,16749.2,17083.4,17146.9,17394.3,17267.3,17437.0,17748.8,17802.0,18051.9,18380.8,18616.4,18535.6,19125.3,19253.0,19286.8,19700.9,19219.7,19279.7,19028.4,16616.5,15621.4,14866.5,14828.1,14532.5,16763.4,17528.1,17735.0,18204.8,18766.7,18254.7,18489.1,18011.8,17984.5,18021.4,17848.2,17136.3,17354.1,17016.0,16975.3,17031.1,17049.7,17064.4,16817.2,17208.8,17093.5,17948.2,18127.5,18109.1,17989.5,17604.8,17661.0,17627.5,17902.6,18202.4,18395.4,18437.1,18499.6,18348.0,18162.6,18372.7,18269.5,18651.3,18567.2,18393.2,19120.3,15415.4,18691.3,18965.0,19374.6,19172.6,19331.5,19589.5,19448.6,19745.8,20273.2
B-E,B1G,NO,12690.5,12187.2,11275.0,12406.1,11890.5,12218.5,11811.7,12011.3,12015.6,12047.8,12057.6,12108.1,12683.2,13035.7,12934.0,13339.7,13694.2,14565.8,15064.0,14147.3,14628.5,14252.7,15300.0,15447.4,15737.5,13639.6,15957.4,16043.8,15811.8,16279.0,15927.7,16408.3,16472.8,15606.5,16226.9,16584.6,16908.0,17393.6,17996.8,17459.4,17305.2,17673.7,17468.4,18632.1,18940.4,18754.9,18310.9,18814.6,19625.4,19872.0,20310.6,19799.0,19253.5,19986.5,20821.5,21250.0,21757.1,21911.8,21305.5,22568.2,22176.4,22750.8,23643.4,24069.1,24158.5,24386.4,25568.5,23978.9,25792.4,25925.7,25879.4,25961.1,25707.3,26177.7,24648.0,24604.5,24967.6,24930.4,25756.6,25966.6,27028.7,26568.3,26843.1,26689.5,26728.9,26916.8,27843.4,27807.1,26953.6,27993.8,27038.8,28030.3,27402.1,27066.7,27640.1,27717.9,28740.4,29051.0,27401.9,27891.9,28462.7,28343.4,28708.4,27821.2,27624.2,27597.7,27634.3,27103.5,26700.3,26680.4,27008.3,26836.7,26411.0,26609.0,26221.5,26741.7,26006.2,25348.4,25500.8,25286.6,25784.8,25282.3,23147.0,25255.5,24567.6,23844.7,24905.9,24604.8,25342.8,25335.8,23878.2,24193.6,23920.7,24425.0,24860.5,24175.9,24802.7,24896.8,25201.2,25878.5,25268.3,25511.4,26191.2,25193.2,25453.5,25574.3,24813.0,26294.3,26412.6,26964.0,27036.9,26021.1,26089.3,25806.6,26296.7,25680.7,24977.3,25281.7,25343.7,26432.9,26888.2,26467.5,26705.2,26468.8,27094.7,27247.1,28140.1,27270.2,27046.4,27074.0,28206.1
B-E,B1G,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16807.4,16872.6,16669.9,16866.7,17039.7,16899.1,16911.9,17053.1,17316.1,17205.3,17003.0,16675.5,16901.4,16960.3,17191.2,17423.6,17680.6,17614.3,17959.2,18082.6,18103.9,17954.9,17856.2,17910.7,18032.9,17792.3,17685.2,17945.0,18130.4,18145.3,18488.8,18611.4,18608.4,18663.2,18610.5,18555.9,18644.7,18700.1,18853.7,19200.6,18966.0,18939.0,18993.1,19762.6,20113.7,20361.0,20194.2,19921.1,19989.1,20325.9,20318.3,20100.3,20012.4,19772.2,20020.7,20162.0,19972.9,20113.9,20037.4,20108.2,20465.6,20842.8,21146.0,21486.7,21892.0,22208.7,22473.7,22817.0,22758.4,23293.6,23688.5,23862.6,24249.3,24876.5,24831.0,22546.0,21111.6,21158.3,21442.2,21490.4,21949.8,22339.0,22703.7,23260.5,24102.9,24499.8,24373.8,24329.5,24097.6,23724.5,23923.4,23821.7,24154.2,24284.8,24666.5,24509.9,24259.7,24354.8,24542.0,24534.4,24211.1,24305.4,24480.8,24613.7,24664.8,24679.1,25071.7,25216.7,25850.8,25973.5,26216.6,26891.0,27474.6,27911.7,27773.1,28204.4,28368.6,28644.7,28982.5,28912.6,28435.3,25552.2,27528.3,28175.6,29256.7,29642.4,30392.6,30768.7,31271.5,31215.8,31109.5
B-E,B1G,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65457.3,65986.3,66250.8,66515.2,66978.3,66581.1,66845.6,67507.3,67902.5,67539.3,67878.6,68242.9,68692.0,68583.2,68260.8,68171.0,68147.1,68413.5,69896.7,70276.9,70238.0,70368.7,70224.0,70570.3,70198.1,69405.6,69286.8,68301.8,68703.0,68255.9,68342.7,67893.6,67836.7,67615.1,68243.9,68745.9,68917.6,69187.0,68065.2,68719.9,68119.1,68730.9,68028.3,68285.8,69035.3,68945.5,69100.2,69116.2,69510.4,69668.1,69469.5,69588.3,69445.5,68869.7,68076.2,65277.7,62357.4,62653.8,62503.1,63013.1,64162.8,64769.7,64811.6,65626.0,65387.4,64779.6,64625.9,64245.7,63873.4,63304.5,63385.4,62246.6,62146.8,62247.6,62757.6,63007.1,63337.4,63430.3,63593.9,63495.1,63626.9,64108.9,63694.8,63283.6,63326.5,64926.3,64394.4,64796.6,65195.8,65004.2,65622.0,66191.9,66364.5,66162.9,66386.5,65561.1,66321.6,65457.3,65084.0,64899.4,63309.5,52927.8,60735.5,,,,,,,,
B-E,B1G,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.5,211.8,204.4,170.4,274.1,212.2,175.2,185.6,205.2,215.1,203.6,235.2,222.5,209.2,242.4,266.4,231.7,227.0,263.9,266.3,277.6,290.9,273.9,276.5,282.3,293.9,295.9,277.0,271.5,252.1,254.7,245.8,260.9,255.0,256.7,239.5,258.8,245.3,256.8,268.8,262.0,267.6,290.6,277.0,308.5,313.5,294.7,292.4,273.6,288.7,277.2,288.6,279.6,295.0,308.1,287.6,304.1,344.6,327.3,328.7,334.1,341.4,337.0,355.6,337.9,320.5,332.1,337.5,344.1,329.2,330.7,343.1,348.9,358.1,350.7,360.9,363.9,365.9,369.4,339.3,336.5,266.7,335.5,349.7,317.0,298.7,320.5,335.9,,,
B-E,B1G,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.9,1189.4,1073.8,971.4,1189.0,1164.6,1251.0,1274.8,1252.9,1321.1,1402.1,1440.7,1451.3,1429.2,1402.4,1486.1,1473.1,829.5,1330.0,1326.6,1430.8,1439.0,1434.3,1220.1,1430.9,1423.4,1434.4,1429.1,1486.7,1515.8,1562.6,1551.3,1510.1,1570.2,1577.6,1580.1,1660.6,1648.0,1653.0,1694.0,1652.6,1691.7,1762.9,1768.3,1727.8,1737.4,1721.7,1770.3,1805.0,1819.2,1830.6,1851.7,1915.3,1946.1,1894.9,1831.2,1728.4,1679.0,1742.4,1735.4,1714.3,1734.3,1772.8,1684.6,1809.1,1782.0,1789.4,1788.1,1785.0,1781.9,1785.4,1859.4,1862.4,1875.2,2005.0,1941.5,1848.4,1782.5,1716.2,1727.6,1820.7,1865.9,1843.2,1869.2,1897.2,1874.4,1870.2,1909.2,1884.8,1925.5,1966.6,1969.1,1976.4,1970.7,1940.3,1927.2,1937.9,1929.7,1977.2,1995.7,2016.0,1785.0,2045.4,2034.5,2099.5,2063.3,2093.2,2120.4,2139.7,2157.3,2089.6
B-E,B1G,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18419.8,17874.2,17600.3,17332.9,16804.5,16946.6,16675.2,16899.4,17332.4,18105.3,18448.0,18537.1,17443.4,16334.6,16518.1,16008.7,16759.8,17517.7,17176.3,17593.0,17987.9,17919.0,19061.3,19852.1,20230.2,21079.1,21276.2,21212.9,22607.9,22330.8,22934.3,24113.7,24268.8,25189.1,25152.4,25932.6,26319.0,26328.2,26582.1,27901.9,28360.8,27422.8,26593.3,24870.9,21956.6,24314.0,25757.8,26157.8,24486.2,26403.4,27441.4,29515.1,30106.1,31179.8,32364.3,32863.3,32051.4,32592.7,32921.9,33214.2,34637.9,35723.5,36371.7,36714.5,37432.3,37359.6,38034.9,38054.9,37938.0,39341.0,40638.9,40528.3,40798.4,41188.2,40070.4,42999.0,43435.4,44594.9,45545.6,47212.2,46806.6,46721.3,45889.8,43973.9,44279.9,45203.4,46179.8,45980.8,47266.3,38368.7,50051.9,51469.1,53089.1,54026.0,55457.7,57171.0,57256.2,57505.5,56263.2
C,B1G,EU27_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306659.2,308481.1,310164.5,311522.8,306623.7,308383.7,308859.5,310991.9,313955.7,319513.6,324806.0,329746.2,331053.2,331900.7,332033.9,329126.7,333702.0,334910.9,340555.2,347341.3,353055.5,360423.3,362990.6,368039.4,370900.2,366778.0,365620.1,363205.1,363618.4,366150.4,367618.3,369354.5,369464.0,367835.6,370593.1,376622.1,377073.1,381734.4,380671.4,382324.3,384229.0,386730.3,390900.6,397014.7,402786.8,413210.8,416899.2,422684.0,426785.4,428272.9,433109.0,435477.0,435081.2,430861.5,423564.7,399219.1,357655.2,358113.0,365430.3,369026.1,385802.7,394945.7,401499.5,408289.3,416637.1,417214.1,419258.7,415185.8,410538.9,408294.3,409861.5,402766.2,400711.6,404443.0,405946.1,410161.0,417552.5,418877.0,419827.5,423167.0,432007.9,434806.9,437395.9,439887.7,445774.4,444148.1,444825.2,455585.9,457145.3,462039.8,470347.6,477779.9,474122.5,477642.0,476464.0,478208.8,479439.9,481042.7,481366.6,478153.4,461612.7,385672.6,456626.9,469838.3,475129.3,474763.8,478773.8,480180.3,487571.6,490325.8,497686.3
C,B1G,EU28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354444.4,355308.9,357704.6,358513.3,354259.4,355703.4,356424.7,359095.3,362476.9,367871.2,373299.5,378662.3,380049.0,380581.9,380497.3,377350.7,381736.5,383035.5,389689.2,396505.5,402164.9,409461.5,411855.2,417400.6,419821.0,414820.1,413681.0,410341.5,410926.8,412491.3,414516.8,415288.0,415261.9,413884.3,417037.4,423513.5,424342.0,428999.3,427225.8,429627.6,431057.2,433985.1,437877.5,443910.8,450139.6,460976.7,464941.0,470850.1,474646.2,476149.7,480820.2,483188.6,482881.4,477853.0,469888.4,443766.9,399984.7,400530.3,407636.5,411918.9,429372.6,439371.1,446439.0,453676.2,462201.4,462960.9,464827.0,460615.7,456053.4,453211.9,455017.7,447290.1,444904.8,448715.8,450684.6,455061.3,462989.3,464614.9,465781.4,469088.7,477703.5,480325.9,482425.8,484761.5,490307.2,489782.5,489880.4,500912.6,502950.0,507812.4,516376.7,524413.8,520889.6,524368.8,523128.8,524293.9,526240.0,526648.7,526644.1,523211.7,,,,,,,,,,,
C,B1G,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332684.9,333276.7,335550.4,336750.8,332071.2,333153.1,333898.1,336514.1,339539.7,344874.4,349963.7,355297.0,356233.0,356979.2,356948.2,353768.0,358196.1,359080.1,365340.8,371564.7,377031.7,383817.8,386045.0,391302.2,393298.6,388441.9,387202.1,383718.4,383899.6,385348.8,386807.8,387335.1,386738.4,384902.6,387248.6,393324.3,393100.7,397328.2,395290.4,397047.7,398296.0,400458.3,403822.3,408368.7,413480.7,422924.2,425932.6,431415.9,434496.9,435776.8,439028.6,440444.6,438649.5,432835.3,425922.0,400968.1,360735.6,360396.7,366163.0,370274.4,386274.7,395463.9,400661.2,407538.6,415039.0,415395.0,416737.2,412522.8,409029.8,406970.9,408316.6,399856.5,400116.9,402885.6,404414.8,408336.0,414206.2,415032.8,416096.1,418207.5,425493.4,427769.0,428588.9,430768.4,435912.2,434782.9,434895.4,444983.9,445917.5,450327.6,458460.6,466250.3,461417.8,464247.0,462479.8,463118.6,463681.4,464115.0,463981.1,460680.6,,,,,,,,,,,
C,B1G,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266801.4,269104.6,269826.1,270701.9,266307.8,267580.1,268162.0,270135.2,272125.9,277084.3,281533.8,285946.6,286691.6,287511.6,287341.9,284128.4,288134.5,288790.8,293898.6,299794.9,304707.7,310965.8,313405.0,317505.8,326235.4,322091.9,320656.1,317732.5,318079.2,320019.8,320781.9,322165.6,321518.0,319917.5,321272.0,327048.7,326039.8,329893.3,328545.4,329442.5,331448.0,332791.7,336278.8,340729.7,344581.8,353110.1,355771.1,361273.0,366035.6,367354.7,370485.7,371046.7,370494.3,365584.8,359491.2,338023.9,304272.8,304701.4,310746.6,313970.8,327979.8,335568.1,340528.8,346400.9,353584.3,353756.2,355491.9,351446.0,348441.0,346660.2,347698.6,340938.9,340571.0,343929.6,345021.3,348842.9,355370.8,355772.0,356874.3,358621.5,368756.7,369950.4,371248.7,373423.4,378767.5,377074.2,377436.5,387370.0,387016.7,391298.8,399074.9,406277.8,401424.6,404520.5,402670.3,403682.1,404334.7,405469.2,405510.1,403176.5,387213.0,325673.1,384142.4,396654.1,401027.6,401428.7,404972.0,405032.9,410018.5,412520.7,418799.1
C,B1G,EA19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274950.6,277187.7,277959.7,278818.6,274297.8,275652.9,276221.0,278246.6,280342.2,285387.3,290024.2,294524.6,295517.9,296316.3,296083.5,293056.6,296969.3,298010.7,303150.4,309267.4,314196.7,320543.3,323241.2,327613.0,330896.7,326774.7,325448.0,322541.5,322904.8,324924.9,325816.6,327231.8,326772.6,325285.9,326746.4,332588.3,331710.6,335803.1,334489.6,335542.3,337644.1,339038.1,342628.1,347319.4,351204.2,359863.1,362742.4,368556.2,371337.0,372859.6,376314.7,376982.1,376037.8,371123.8,364581.9,342898.1,306284.8,306657.6,312723.4,315914.4,330033.6,337735.7,342771.3,348812.5,355407.0,355625.1,357363.1,353288.1,350344.5,348558.9,349701.5,342939.9,342562.2,345928.9,347054.7,350911.7,356879.7,357292.1,358383.5,360155.9,368756.7,369950.4,371248.7,373423.4,378767.5,377074.2,377436.5,387370.0,387016.7,391298.8,399074.9,406277.8,401424.6,404520.5,402670.3,403682.1,404334.7,405469.2,405510.1,403176.5,387213.0,325673.1,384142.4,396654.1,401027.6,401428.7,404972.0,405032.9,410018.5,412520.7,418799.1
C,B1G,EA12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271577.4,273809.8,274561.8,275523.0,270901.6,272211.6,272777.5,274755.4,276755.4,281746.9,286280.4,290688.8,291519.6,292350.7,292157.9,289104.4,293207.6,294018.5,299173.8,305054.3,309944.8,316226.5,318802.7,323118.4,326235.4,322091.9,320656.1,317732.5,318079.2,320019.8,320781.9,322165.6,321518.0,319917.5,321272.0,327048.7,326039.8,329893.3,328545.4,329442.5,331448.0,332791.7,336278.8,340729.7,344581.8,353110.1,355771.1,361273.0,364304.1,365602.8,368690.3,369248.1,368211.3,363244.0,357185.4,335891.4,300099.7,300345.5,306311.9,309603.4,323332.8,330755.1,334883.3,340983.1,347661.7,347981.3,349515.0,345670.9,342697.5,340916.1,341784.5,334999.7,334860.0,338207.1,339255.0,342940.7,348359.4,348754.7,349734.1,351452.0,359576.6,360737.2,362075.3,364172.4,369582.8,367678.5,368010.0,377851.6,377416.0,381447.4,389247.3,396374.6,391187.4,393958.5,392125.7,392976.0,393264.0,394247.0,394503.0,391955.5,376578.2,316543.8,373630.7,385595.9,389933.8,390208.1,393754.1,393619.7,398409.7,401322.9,407135.5
